Iteration,SampleCount,S_HZ_OPT_MAX,S_HZ_OPT_MAX_Weight
56,55,0.9121715159615386,52
55,143,0.7168373682919871,139
54,75,0.7882877927107688,56
53,38,0.9036158220010084,31
52,24,1.001972543377385,22
51,118,0.7217507333488296,115
50,78,0.7480587749554247,68
49,136,0.8466978019485555,122
48,155,0.9636148306011074,135
47,208,0.901796835283564,194
46,175,0.9835937435331096,154
45,52,0.8941737775358175,35
44,1220,0.5609712251185366,1214
43,138,0.5648456673621102,9
42,617,0.5827398230271256,615
41,64,0.8894838134610812,4
40,1,,
39,3,,
38,1,,
37,7,0.09877742444809368,2
36,26,,
35,5,,
34,13,,
33,16,,
32,12,0.9503766173625237,2
31,53,0.5574452716822538,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
