Iteration,SampleCount,S_ABIO_ZONE,S_ABIO_ZONE_Weight
56,52,2.0786477674299912,51
55,139,0.7915850864466045,134
54,82,0.7171938488707515,58
53,35,0.839708449768258,30
52,25,0.672928837105393,22
51,116,0.8637723086795968,113
50,85,1.6634600677607483,73
49,140,0.730995579844189,131
48,144,0.8699524436805841,133
47,206,0.5115889333800029,190
46,178,0.5365227759946793,152
45,56,0.4060808819590523,37
44,1218,0.4726916724960404,1214
43,138,0.3443009014426808,9
42,676,1.4193797542111217,1
41,4,,
40,1,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,0.2671589370813079,1
34,13,0.13616095725168398,4
33,14,0.51641866521623,8
32,13,0.5684932856878069,1
31,55,0.3483062694509393,13
30,7,,
29,9,,
28,4,,
27,13,0.9238819149450754,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
