Iteration,SampleCount,S_ABIO_ZONE,S_ABIO_ZONE_Weight
56,51,,
55,148,0.9541560529054196,143
54,74,0.7331149364724496,59
53,32,0.3886362774309199,28
52,30,0.906084136441928,25
51,111,,
50,92,0.6610911784855006,78
49,132,0.5458348799986944,128
48,146,0.6456737109842705,132
47,209,0.5864524554180551,192
46,177,0.7074540697072338,153
45,52,0.5629766482403988,34
44,1209,0.454593605642875,1202
43,151,0.6154388394606201,10
42,674,,
41,5,0.5083921302627642,4
40,1,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,1.2527604287586047,1
34,13,0.598036120942971,4
33,15,0.4065506094330725,9
32,12,0.8745329816060168,1
31,55,0.7245589905494864,13
30,7,,
29,9,,
28,4,,
27,13,0.1676423576625239,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
