Iteration,SampleCount,S_ABIO_ZONE,S_ABIO_ZONE_Weight
56,54,1.3714732407665116,53
55,142,0.794492037256766,139
54,73,0.386048180060618,54
53,39,0.39280105761386935,30
52,26,0.3817784409420305,23
51,115,0.5131569702924158,113
50,88,0.5582707031733204,76
49,138,0.4538830602354541,132
48,149,0.4346153351661194,139
47,205,0.2505010715888083,195
46,166,0.2966860305843445,145
45,61,0.2634864178383397,35
44,1207,0.2572222389903429,1201
43,152,0.09008601842673566,10
42,675,0.21044358570084798,1
41,3,,
40,2,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,0.6997031167471708,1
34,13,0.34673872853996285,4
33,16,0.4742450921693412,10
32,12,0.9237293588940945,2
31,54,0.378035214287083,13
30,7,,
29,9,,
28,4,,
27,13,0.03355953265709166,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
