Iteration,SampleCount,S_ABIO_ZONE,S_ABIO_ZONE_Weight
56,52,1.9421804265490195,51
55,151,1.6816617239768086,146
54,66,1.6845746041867127,54
53,38,1.6710667016512026,29
52,27,1.6072036679783162,23
51,109,1.564160128086304,107
50,91,1.7075298052954573,73
49,133,1.4184881023265803,124
48,155,1.242744131040513,137
47,197,1.3551456848863561,185
46,184,1.5871578500482013,153
45,55,1.4481263072266368,37
44,1220,1.2675206414214444,1216
43,136,1.425096674149249,9
42,676,0.9168340637766972,1
41,4,,
40,1,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,1.9305317546103187,1
34,13,1.2157620359937387,4
33,14,1.342684554,8
32,14,2.2922529605,2
31,56,1.1865347323775193,15
30,5,,
29,9,,
28,4,,
27,13,0.43111263120094656,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
