Iteration,SampleCount,S_ABIO_ZONE,S_ABIO_ZONE_Weight
56,47,,
55,144,0.7049516146684801,135
54,80,0.6106132191490237,57
53,39,0.44462960500552806,33
52,25,,
51,114,,
50,87,0.5779873642361192,76
49,132,0.35738355400940797,126
48,148,0.34797230990020894,132
47,208,0.34128842961612077,191
46,184,0.381291647911011,159
45,50,0.36999380808539895,38
44,1205,0.3925611517430063,1202
43,149,0.22917764683660938,8
42,677,0.07652461896423812,1
41,4,,
40,1,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,0.781538738887374,1
34,13,0.3404435376093413,4
33,15,0.5311436074225139,9
32,13,0.1301895097050793,2
31,55,0.5052362671198516,14
30,6,,
29,9,,
28,4,,
27,13,0.804340373427415,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
