Iteration,SampleCount,S_ABIO_ZONE,S_ABIO_ZONE_Weight
56,50,1.6940305414443668,49
55,149,0.7163287622214625,142
54,69,0.439736022505765,53
53,43,0.46825259855617096,33
52,21,,
51,117,0.4518376495833093,113
50,82,1.7677994164902044,70
49,144,0.39958789067120376,132
48,143,0.42128113295899705,133
47,214,0.343396173104972,198
46,165,0.28513767820073244,147
45,61,0.2925689917715596,37
44,1214,0.25741070189314663,1210
43,141,0.16111976693810512,8
42,677,0.1272220045932202,1
41,3,,
40,2,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,1.5170523358701486,1
34,13,0.18275534349755487,4
33,14,0.34310059200794574,8
32,14,1.2231243744301592,2
31,55,0.4057881892283886,14
30,6,,
29,9,,
28,4,,
27,13,0.6736364974349831,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
