Iteration,SampleCount,S_ABIO_ZONE,S_ABIO_ZONE_Weight
56,51,,
55,141,0.2543163961021804,136
54,84,0.328486464438536,62
53,29,0.3378209451358615,28
52,26,0.559160380700187,21
51,115,1.6303257811774254,111
50,85,353390656.9105264,71
49,140,16.108594432144777,129
48,151,1.8801546491921546,138
47,201,45.728320818164136,190
46,179,59.357060864562634,153
45,57,659.7671361266347,39
44,1208,643.4812388032939,1206
43,146,276.4884648866956,9
42,676,29862.572782701176,1
41,4,,
40,1,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,12611.520118257531,1
34,13,21213.293835069715,4
33,15,44968.05116729136,9
32,13,297176.0297923846,2
31,55,179945.00890316145,14
30,6,,
29,9,,
28,4,,
27,12,,
26,7,,
25,67,,
23,3,,
19,1,,
16,1,,
