Iteration,SampleCount,P_POTENTIAL,P_POTENTIAL_Weight
56,47,,
55,153,14.650112395288788,144
54,69,9.681732046698217,55
53,40,8.7342600765128,32
52,24,14.1850163051515,23
51,114,11.649123262785213,112
50,92,13.158847913820397,21
49,144,19.62756202037187,2
48,150,12.231421118319613,14
47,215,,
46,171,28.432777632828447,1
45,41,,
44,1343,,
43,11,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,6,,
36,27,12.720969316910816,26
35,5,,
34,12,14.375039418291799,3
33,17,17.145528653618815,1
32,11,15.571765684810988,6
31,57,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
