Iteration,SampleCount,P_POTENTIAL,P_POTENTIAL_Weight
56,53,,
55,144,17.118100107752277,141
54,72,14.243067746052763,55
53,38,14.297500477188178,30
52,23,18.993059815327953,20
51,120,15.294788312020868,115
50,89,15.996724872144846,21
49,144,16.166422707730437,2
48,149,11.954722883628325,13
47,216,,
46,171,44.57743270791141,1
45,41,,
44,1343,,
43,11,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,7,,
36,25,,
35,6,,
34,13,3.635858576106209,4
33,16,18.029323587228998,1
32,10,7.648120073863611,5
31,58,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
