Iteration,SampleCount,S_LOG_G,S_LOG_G_Weight
56,48,,
55,149,0.15966666666666665,140
54,73,0.17062024182713845,55
53,39,0.19401582690797456,24
52,24,0.2528459497575474,18
51,116,0.15726336394430196,102
50,89,0.1908523629698619,72
49,136,0.24253915844983015,106
48,152,0.27922677603059853,124
47,205,0.19357355980586963,184
46,180,0.20832751595486598,123
45,46,0.1791727482695543,25
44,1200,0.15163279075752023,1188
43,156,0.14041828430099113,3
42,607,0.15598256409499803,606
41,73,,
40,1,,
39,3,,
38,1,,
37,7,0.06898541123464567,3
36,22,,
35,9,0.1933599696691788,2
34,13,,
33,16,1.5417557454533037,2
32,12,0.2758410283097543,1
31,52,0.14312658327292588,25
30,9,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
