Iteration,SampleCount,S_LOG_G,S_LOG_G_Weight
56,51,,
55,143,0.1539813036240236,137
54,79,0.1562526315789475,58
53,34,0.18209860575191625,22
52,25,0.2596017781782511,17
51,114,0.16511091329579056,99
50,92,0.19722767303244462,72
49,136,0.23282431006422927,106
48,145,0.279476460593307,117
47,214,0.20235720397195567,186
46,169,0.21116627044591663,114
45,53,0.19391065006971103,23
44,1209,0.15030746096069952,1195
43,149,0.12431766914034952,3
42,616,0.15629086133439812,615
41,64,,
40,1,,
39,3,,
38,1,,
37,7,0.06838737757910884,3
36,25,,
35,6,0.19547471969571983,2
34,13,,
33,16,1.5396422609863247,2
32,12,0.2737287977641438,1
31,52,0.14548676149754672,25
30,9,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
