Iteration,SampleCount,P_SEMI_MAJOR_AXIS_EST,P_SEMI_MAJOR_AXIS_EST_Weight
56,50,,
55,152,0.0233457602739726,146
54,67,0.008176635836363634,55
53,35,0.0009731038518518488,27
52,27,0.0023003844285714265,21
51,119,0.006349302756521739,115
50,79,0.49395595061449277,69
49,136,0.08111763224390243,123
48,153,0.0298313859402985,134
47,209,0.04585492689690722,194
46,176,0.004444372438064515,155
45,50,0.018704905558823537,34
44,1220,0.020919868190711736,1213
43,140,0.008988994399999999,10
42,614,0.0007342847822185986,613
41,66,0.055756322500000094,4
40,1,,
39,3,,
38,1,,
37,7,0.00033686600000001064,5
36,28,,
35,3,,
34,10,,
33,17,0.10462054714285711,14
32,12,0.157834651375,8
31,53,0.008355940409090903,22
30,9,0.0016000000000000007,4
29,10,0.004221936444444478,9
28,4,,
27,12,,
26,7,0.03769091716666696,6
25,58,,
24,9,,
23,3,,
19,1,,
16,1,,
