Iteration,SampleCount,P_SEMI_MAJOR_AXIS_EST,P_SEMI_MAJOR_AXIS_EST_Weight
56,51,0.508349612886986,50
55,149,0.17767585953404594,143
54,74,0.15757325930375538,59
53,31,0.1519410701152344,27
52,27,0.2505370199183135,21
51,121,0.13990275307298097,117
50,85,0.20995107781813044,77
49,135,0.23330551293443152,130
48,144,0.18792079645565157,132
47,213,0.14032390316246485,196
46,165,0.07087773388861404,146
45,63,0.09719349851722703,38
44,1225,0.18088179482075453,1222
43,131,0.08863664702487405,10
42,592,0.0693030232737479,591
41,88,0.6058876086315399,4
40,1,,
39,3,,
38,1,,
37,7,0.08077710738237291,5
36,28,,
35,3,,
34,11,,
33,14,0.1283915987889373,12
32,14,0.08538956909513978,8
31,55,0.11607616602771272,24
30,8,0.08231589125448317,5
29,7,,
28,6,0.44007594575721504,4
27,11,,
26,8,0.29684372446329904,6
25,60,,
24,7,,
23,3,,
19,1,,
16,1,,
