Iteration,SampleCount,P_SEMI_MAJOR_AXIS_EST,P_SEMI_MAJOR_AXIS_EST_Weight
56,46,,
55,154,0.06360568112344228,144
54,68,0.031878079797147366,54
53,39,0.03517507345258924,30
52,26,0.024032506924951236,23
51,118,0.017468456157726017,116
50,81,0.3515253274543881,72
49,141,0.038473118100832315,131
48,148,0.01873241086213729,137
47,209,0.013561163806396147,197
46,172,0.009233787839109636,154
45,56,0.015815899165519388,39
44,1193,0.011316187762699598,1191
43,161,0.016257788558348023,9
42,609,0.004049723588778729,607
41,72,0.013196084602478005,4
40,1,,
39,3,,
38,1,,
37,7,0.01327019894048494,5
36,28,,
35,2,,
34,13,0.015622448193716236,12
33,15,0.01706443285083674,14
32,14,0.021330532368810405,10
31,53,0.011887261266932212,24
30,8,0.012558313831841927,5
29,9,,
28,3,,
27,14,0.040874194044532026,13
26,5,,
25,63,0.05503405410936376,62
24,5,,
23,3,,
19,1,,
16,1,,
