Iteration,SampleCount,P_SEMI_MAJOR_AXIS_EST,P_SEMI_MAJOR_AXIS_EST_Weight
56,50,0.1371412551020408,49
55,149,0.49303376156886086,142
54,73,0.4666202974844437,57
53,36,0.4810340413041234,30
52,27,0.49317669360220606,24
51,115,0.47762996833087346,114
50,85,0.5922258212027135,74
49,136,0.35665302635337015,128
48,150,0.38594452436655047,136
47,206,0.3820667559866484,193
46,178,0.4077982060869931,156
45,53,0.3946849858596974,38
44,1212,0.39484104414521015,1209
43,143,0.3960957664630107,9
42,602,0.3991802213781886,600
41,79,0.47660814379166094,4
40,1,,
39,3,,
38,1,,
37,6,0.3136842270566331,4
36,29,,
35,3,,
34,11,,
33,15,0.3886711432545346,13
32,14,0.4135963223500659,9
31,57,0.27045362463840206,27
30,4,,
29,9,0.36380453849262845,8
28,5,0.31697301395839783,4
27,12,,
26,7,0.6864413298636793,6
25,55,,
24,12,,
23,3,,
19,1,,
16,1,,
