Iteration,SampleCount,P_SEMI_MAJOR_AXIS_EST,P_SEMI_MAJOR_AXIS_EST_Weight
56,51,0.130836,50
55,146,0.44542069659987193,140
54,73,0.4370700767585243,55
53,37,0.4505908196917613,29
52,29,0.4694506363387408,25
51,108,,
50,88,0.6274877736656137,71
49,144,0.32408761006470393,133
48,143,0.34622862485417005,134
47,208,0.35465012518038436,193
46,166,0.42394625560652077,144
45,67,0.4057065059863817,40
44,1212,0.41055978228917317,1211
43,143,0.419738678890736,11
42,612,,
41,67,0.57985752211411,4
40,1,,
39,3,,
38,1,,
37,6,0.367843685761863,4
36,29,,
35,2,,
34,12,0.44455957238538907,11
33,14,0.34608672872041374,12
32,14,0.3426627541889267,8
31,55,0.3503955574568919,24
30,7,0.23559122388988119,4
29,10,0.38131680913413996,9
28,4,,
27,12,,
26,7,0.8087452417536976,6
25,63,,
24,4,,
23,3,,
19,1,,
16,1,,
