Iteration,SampleCount,P_SEMI_MAJOR_AXIS_EST,P_SEMI_MAJOR_AXIS_EST_Weight
56,52,0.0838669294117647,51
55,146,0.10093654154535274,141
54,77,0.07960466097761212,60
53,32,0.06996730377078546,29
52,24,0.05807806496234125,20
51,114,0.05389499801047977,109
50,87,1.249711567225015,71
49,141,0.8393454091258313,130
48,149,0.5438510977777452,137
47,210,0.730629006533416,198
46,168,0.41654998422030703,151
45,57,0.41474593596494225,37
44,1201,0.3260587406049417,1197
43,157,0.2955838033124774,11
42,610,,
41,69,1.0140425499999999,4
40,1,,
39,3,,
38,1,,
37,7,0.12525042976949496,5
36,28,,
35,3,,
34,12,,
33,15,1.4141962787054445,14
32,14,0.7345765700080329,10
31,54,0.5856257755605059,25
30,7,0.6450647557887469,5
29,9,,
28,4,,
27,10,,
26,8,1.954388268811681,5
25,64,1.3005526152167135,63
24,4,,
23,1,,
22,2,,
19,1,,
16,1,,
