Iteration,SampleCount,P_SEMI_MAJOR_AXIS_EST,P_SEMI_MAJOR_AXIS_EST_Weight
56,45,,
55,153,0.12584867191383597,142
54,72,0.09010523363628685,56
53,37,0.08530044220375492,30
52,25,0.06729332887920217,22
51,116,0.060074202485112416,113
50,83,1.1331503196755486,71
49,138,0.8273234430228785,127
48,152,0.5268528857581665,137
47,207,0.7000743233411552,195
46,176,0.395755415519868,156
45,53,0.5019288106075582,38
44,1215,0.31383760811144845,1212
43,140,0.30200918043131575,9
42,607,0.17752953321083606,605
41,74,1.0140425499999999,4
40,1,,
39,3,,
37,8,0.12182172976739604,5
36,28,,
35,3,,
34,11,,
33,17,1.6489442103429566,15
32,12,0.7981046806654442,9
31,55,0.438027192407771,25
30,6,0.148359320281806,4
29,8,0.5018305565948015,7
28,5,2.1099188911738147,3
27,12,0.49361144840667764,11
26,8,2.252618779063486,6
25,58,,
24,9,,
23,3,,
19,1,,
16,1,,
