Iteration,SampleCount,P_SEMI_MAJOR_AXIS_EST,P_SEMI_MAJOR_AXIS_EST_Weight
56,52,,
55,140,0.07999426345814493,136
54,75,0.07396007389583503,53
53,40,0.06569438184309147,30
52,26,0.06315349430926603,23
51,109,0.0654701079415607,107
50,92,0.16608210511234658,74
49,139,0.07362877999121274,131
48,140,0.06567616090113501,129
47,220,0.028773738592540177,200
46,166,0.03711014183594917,151
45,58,0.03326257989116596,38
44,1219,0.03885439908840173,1216
43,136,0.028555345633059025,9
42,604,0.019661400858920094,602
41,77,0.35838241006992155,4
40,1,,
39,2,,
38,2,0.03273150494979659,1
37,6,0.028204741736169464,4
36,29,,
35,3,,
34,13,,
33,15,,
32,12,0.1789529586100657,9
31,51,0.08697001729962041,21
30,11,0.08309735825119234,5
29,9,,
28,4,,
27,12,,
26,7,0.29119053094867675,6
25,63,,
24,4,,
23,3,,
19,1,,
16,1,,
