Iteration,SampleCount,P_SEMI_MAJOR_AXIS_EST,P_SEMI_MAJOR_AXIS_EST_Weight
56,52,0.1341977089927213,51
55,144,0.01503803931259197,139
54,75,0.009825718637674213,56
53,37,0.00539572441288848,30
52,27,0.01022039892824932,24
51,108,0.018858266942975703,107
50,93,5780185.83402628,75
49,130,0.1837254826872605,123
48,154,0.018967145509138805,135
47,212,0.028836976664977764,198
46,163,0.14020547598221123,146
45,59,0.5929855268225875,34
44,1226,0.38221137986584125,1219
43,135,0.2617624661944367,11
42,603,,
41,76,1.006630808770366,4
40,1,,
39,2,,
38,2,0.3553233477689786,1
37,7,0.12261099444558847,5
36,28,,
35,3,,
34,12,,
33,15,1.5352423848944943,14
32,13,0.45109923883723263,9
31,56,0.5845118798708191,26
30,5,0.15569721858406618,4
29,10,0.403692219064658,9
28,4,,
27,13,,
26,5,,
25,62,1.2330787799974747,61
24,6,,
23,3,,
19,1,,
16,1,,
