Iteration,SampleCount,P_SEMI_MAJOR_AXIS_EST,P_SEMI_MAJOR_AXIS_EST_Weight
56,51,,
55,156,1.0803536137805228e-15,151
54,63,0.0018414956156980137,56
53,37,0.0006547602111069309,30
52,24,0.0002267410652217624,21
51,117,0.008630866950310923,113
50,86,0.03126237070046467,74
49,132,0.0035883198163555122,124
48,144,0.3211754968110833,126
47,216,0.27200621194470065,193
46,170,0.04325620796738833,148
45,60,0.4339230080494297,37
44,1219,0.4539948781398456,1215
43,139,0.3258756353492742,11
42,600,,
41,79,1.0139073688145575,4
40,1,,
39,3,,
38,1,,
37,6,0.5039722989458358,4
36,29,,
35,2,,
34,14,0.24222999927046707,13
33,16,,
32,12,0.7883643098025291,10
31,53,0.5804643982295817,24
30,8,0.697085919962174,5
29,8,,
28,5,1.5670914088938352,4
27,11,,
26,8,2.104904543876299,6
25,61,,
24,6,,
23,3,,
19,1,,
16,1,,
