Iteration,SampleCount,S_RADIUS_EST,S_RADIUS_EST_Weight
56,52,0.318359266726924,51
55,152,0.05408502183913101,147
54,66,0.030397530072842866,55
53,34,0.03638512501124754,26
52,30,0.09439398112335098,23
51,115,0.03835914472443805,113
50,82,0.036357701837894156,70
49,140,0.0463284277450649,128
48,151,0.052551146970486844,137
47,206,0.04046487150147177,194
46,171,0.037255814319151564,150
45,58,0.04264981654358761,37
44,1205,0.0273794831643484,1201
43,153,0.023172966000717023,11
42,614,,
41,64,0.00865348789823095,3
40,2,0.016104490890531897,1
39,1,,
38,3,0.36249245802238317,1
37,7,,
36,27,,
35,4,0.06811307750593665,2
34,13,0.30649940227955486,9
33,15,2.652795025095017,4
32,11,0.588635451104364,8
31,57,0.02438125118437088,30
30,6,,
29,9,0.20866510806766772,6
28,4,,
27,13,0.29514295479929,5
26,6,,
25,67,0.4701129001801375,3
23,3,,
19,1,,
16,1,,
