Iteration,SampleCount,S_RADIUS_EST,S_RADIUS_EST_Weight
56,53,,
55,147,0.15647721596742023,144
54,70,0.16755979865088255,56
53,38,0.15089320903536704,31
52,24,0.20308105979437913,22
51,111,0.1156075135815588,108
50,92,0.23919710146143106,75
49,129,0.20005473359843112,122
48,154,0.1636649773412279,134
47,205,0.11840294798691027,190
46,183,0.07525295836010763,158
45,48,0.08038034600364738,35
44,1213,0.059272315040540154,1207
43,147,0.07235806139691306,11
42,618,,
41,61,0.3831350209499155,4
39,4,0.09834130107526917,3
38,1,,
37,5,,
36,27,0.11314191157283705,25
35,5,0.31846540626028563,1
34,11,0.25093985562478865,6
33,18,2.9429863002822843,4
32,12,0.5222863246034141,9
31,54,0.041185051552612546,28
30,8,,
29,9,0.12199875101826868,6
28,4,,
27,12,0.27044896979894745,4
26,7,,
25,67,0.2993434372777653,3
23,3,,
19,1,,
16,1,,
