Iteration,SampleCount,S_RADIUS_EST,S_RADIUS_EST_Weight
56,51,,
55,152,0.3166547320682659,147
54,69,0.34964961488029594,58
53,34,0.3943579021585482,29
52,28,0.5652092776024227,24
51,111,0.32504654390388127,110
50,85,0.34039272776586726,70
49,143,0.41188930907541776,131
48,148,0.5876197706205315,137
47,212,0.433478956977272,200
46,166,0.47615735585546776,151
45,56,0.43760488119353735,36
44,1210,0.25204520561868615,1205
43,148,0.23488328814043216,10
42,607,0.257715719984967,606
41,72,0.3003453276329757,3
40,2,0.5799278791538344,1
39,2,,
38,2,0.43038095901620266,1
37,5,,
36,27,0.34046215216866216,25
35,6,0.280252119558692,2
34,10,0.6883333333333334,6
33,19,3.6060748632030375,5
32,9,0.7520831415578857,7
31,57,0.2520033083125682,29
30,7,,
29,9,0.18589313057334753,6
28,4,,
27,11,0.45776321428139916,3
26,8,,
25,67,0.2219887026638747,3
23,3,,
19,1,,
16,1,,
