Iteration,SampleCount,S_RADIUS_EST,S_RADIUS_EST_Weight
56,53,,
55,140,1.4643598580274874e-15,137
54,82,9.864604579456309e-16,61
53,33,7.055288253263091e-16,31
52,26,5.173549101263978e-07,24
51,110,1.8153015263047561e-07,109
50,91,0.03308185757943353,75
49,138,0.417180002891456,131
48,146,0.5576189597371227,135
47,207,0.4329126630128593,193
46,176,0.48570525326246305,154
45,54,0.4300702520841266,37
44,1210,0.26118987605438176,1206
43,147,0.23671715056698542,10
42,603,0.2573575003067301,602
41,77,0.29668447778091656,4
40,1,,
39,3,,
38,1,,
37,6,,
36,27,0.35948562630340236,26
35,5,0.2828275092820478,2
34,11,0.696094023034289,7
33,18,3.6042553337064556,5
32,12,0.6362010260091131,10
31,53,0.2411542151489472,28
30,8,,
29,8,0.18010090580922794,5
28,5,,
27,12,0.4760997019829267,4
26,7,,
25,67,0.22122201692703183,3
23,3,,
19,1,,
16,1,,
