Iteration,SampleCount,S_RADIUS_EST,S_RADIUS_EST_Weight
56,53,0.4677450980392157,51
55,152,0.8268337514950858,147
54,69,0.8531957709334879,58
53,37,0.9390637402508247,32
52,24,0.8705978027469016,23
51,119,0.676839115554455,117
50,84,0.7081661167380022,76
49,131,0.6635500053813607,125
48,155,0.7309825319432782,138
47,198,0.8252862377263744,187
46,180,0.8355560771575834,152
45,54,0.8675081627826036,35
44,1218,0.7054275586401044,1212
43,141,0.8005990088032986,10
42,603,0.6961564894495225,602
41,76,0.4190040848212145,3
40,2,1.047260345240102,1
39,3,,
38,1,,
37,5,,
36,29,0.6486217992609373,27
35,3,0.9073132625721436,1
34,12,0.7044644700106465,7
33,17,3.412949097186541,4
32,11,0.7977194723988463,8
31,55,0.4036754578955631,28
30,8,,
29,8,0.6812972153286487,5
28,5,,
27,12,0.40974781982804015,4
26,7,,
25,67,1.0574180371197182,3
23,3,,
19,1,,
16,1,,
