Iteration,SampleCount,S_RADIUS_EST,S_RADIUS_EST_Weight
56,53,0.46076923076923076,52
55,145,0.9396565560959927,141
54,75,0.9624165856128145,58
53,33,1.0698658836183008,28
52,29,1.1017637794510875,24
51,111,0.9027673435590531,110
50,88,0.9453313328295705,73
49,141,0.8801891702735463,132
48,147,0.9177321529848547,137
47,203,0.9814003043159721,191
46,182,1.00934580100921,158
45,48,1.0416860307138114,35
44,1204,0.9647035423243835,1198
43,156,1.0168461597866731,11
42,611,,
41,68,0.777495327950642,4
40,1,,
39,3,,
37,8,0.9323240567782799,7
36,26,,
35,5,1.154069480376958,2
34,12,0.8554625589465942,8
33,17,3.01941269289716,5
32,12,0.9623854293588477,10
31,54,0.9093567952571411,29
30,7,,
29,6,1.072505187523007,3
28,7,,
27,13,0.8102381460206562,5
26,6,,
25,66,1.1198905724061006,2
24,1,,
23,3,,
19,1,,
16,1,,
