Iteration,SampleCount,S_RADIUS_EST,S_RADIUS_EST_Weight
56,47,,
55,153,0.4012624262444824,144
54,70,0.5247104889278474,56
53,36,0.3817428877113898,29
52,28,0.5392597069561204,24
51,111,0.5238255782514384,110
50,87,0.8716169707394401,72
49,137,0.3656802541859032,127
48,147,0.43369316901607424,132
47,219,0.3450780956836337,202
46,164,0.2027204120468316,151
45,57,0.24743869755726594,37
44,1213,0.24954896818025057,1209
43,144,0.18040825977228142,10
42,614,0.18173184315356627,613
41,66,0.951961227363254,4
40,1,,
39,1,,
38,2,,
37,7,0.1595162076778062,6
36,23,0.18668092471937836,22
35,9,1.0051272339970223,2
34,11,0.6779040747403677,7
33,17,3.039654873557487,4
32,12,0.43782684557156176,9
31,56,0.09096725535540724,30
30,6,,
29,9,0.286580106860515,6
28,4,,
27,13,0.254984679845471,5
26,6,,
25,67,0.8434119986181529,3
23,3,,
19,1,,
16,1,,
