Iteration,SampleCount,S_RADIUS_EST,S_RADIUS_EST_Weight
56,53,,
55,145,0.0558582975064454,142
54,71,0.03158476743944425,55
53,40,0.036362274370118394,32
52,23,0.10207023302710087,22
51,115,0.037884196451802285,112
50,87,0.04248477367003777,74
49,136,0.04677547727598534,128
48,152,0.05434145772248424,138
47,202,0.039739163767265946,191
46,176,0.03483989051866941,152
45,56,0.041480507491066305,37
44,1207,0.02687888254485003,1203
43,151,0.0240299557981578,11
42,613,,
41,66,0.004585241637639459,4
40,1,,
39,3,,
38,1,,
37,5,,
36,30,0.043730085528670706,28
35,3,0.07094263369727383,2
34,11,0.3389481062804536,7
33,18,2.137354771536619,5
32,10,0.5893687682426808,8
31,51,0.026051849712800515,24
30,12,,
29,8,0.23772351190514768,5
28,5,,
27,12,0.2464946074138356,4
26,7,,
25,67,0.4815806554897103,3
23,3,,
19,1,,
16,1,,
