Iteration,SampleCount,S_RADIUS_EST,S_RADIUS_EST_Weight
56,51,,
55,146,0.9196268729634491,141
54,76,0.9355606750804962,59
53,34,1.0169514193960618,30
52,25,1.0871072216565258,22
51,112,0.9286873721722213,109
50,88,0.9599327565321575,72
49,138,0.8827563578669984,128
48,144,0.922397643532461,130
47,211,0.9858245522691634,192
46,171,1.0098314510942898,148
45,59,1.0239439166788595,36
44,1228,0.9629242320280699,1223
43,130,1.0237254481497344,10
42,606,0.933756281638395,605
41,74,0.7774166026179828,4
40,1,,
39,3,,
38,1,,
37,7,,
36,27,,
35,4,1.1550758037921534,2
34,11,0.6366245755652495,7
33,18,2.994023721651395,5
32,11,0.9389279186433346,9
31,54,0.9165565978993857,28
30,8,,
29,8,1.1030407144804417,5
28,5,,
27,13,0.81208436071284,5
26,6,,
25,67,1.2378483838189354,3
23,3,,
19,1,,
16,1,,
