Iteration,SampleCount,S_HZ_CON0_MAX,S_HZ_CON0_MAX_Weight
56,50,,
55,139,0.3486231834757801,133
54,83,0.36912277455450354,58
53,37,0.4153168091405173,32
52,22,0.46840376594797506,21
51,120,0.2879940166376018,116
50,80,0.3868104160035539,71
49,139,0.3020960333276431,128
48,147,0.2995915420401092,133
47,214,0.34293420718303097,198
46,172,0.309990460732186,155
45,53,0.30561484353196,37
44,1212,0.22095250602896624,1208
43,145,0.2873993382750348,10
42,611,0.2284434203267279,610
41,69,0.12237851444078462,4
40,1,,
39,3,,
38,1,,
37,7,0.18341651853577268,2
36,24,,
35,7,,
34,13,,
33,16,,
32,12,0.122226145710435,2
31,53,0.20903413536778415,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
