Iteration,SampleCount,S_HZ_CON0_MAX,S_HZ_CON0_MAX_Weight
56,53,0.38161073,52
55,135,0.09472152267175575,131
54,83,0.03647543660714284,56
53,36,0.09661549827586206,29
52,27,0.028390955652173904,23
51,116,0.04146960964912279,114
50,86,0.049479276933333365,75
49,136,0.03058154841860463,129
48,149,0.04645863352941178,136
47,205,0.015869843427083346,192
46,176,0.010933555980392159,153
45,54,0.005155135277777742,36
44,1215,0.00772454984297521,1210
43,143,0.0014731660000000147,10
42,615,0.003959911938110731,614
41,65,0.00539540000000005,4
40,1,,
39,3,,
38,1,,
37,7,0.017326300000000128,2
36,25,,
35,6,,
34,13,,
33,16,,
32,12,0.0009538000000000046,2
31,53,0.0016806826923077085,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
