Iteration,SampleCount,S_HZ_CON0_MAX,S_HZ_CON0_MAX_Weight
56,52,,
55,152,0.2688358927270802,148
54,61,0.2801028138700998,51
53,43,0.29666232383036634,31
52,26,0.40712492993782323,24
51,116,0.2197623063089875,115
50,89,0.2846041601373403,79
49,137,0.2710818598927995,134
48,144,0.2638108251086981,136
47,209,0.2742479952138702,196
46,169,0.2870680543838071,150
45,57,0.34365163736356935,36
44,1205,0.20452298902292096,1200
43,154,0.2295427227458772,11
42,598,,
41,79,0.44824192627694814,2
40,3,,
39,3,,
38,1,,
37,7,0.10195389162912627,2
36,24,,
35,7,,
34,13,,
33,16,,
32,11,0.416461244422897,1
31,56,0.19805038189769333,28
30,6,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
