Iteration,SampleCount,S_HZ_CON0_MAX,S_HZ_CON0_MAX_Weight
56,52,0.5226542309952855,51
55,149,0.23690201709841438,144
54,72,0.27059870284555027,58
53,34,0.17943188586531872,29
52,28,0.1669393429029097,24
51,112,0.1825051488885683,111
50,86,0.21869147395408622,72
49,135,0.23956698582115216,125
48,151,0.1814194193382187,134
47,204,0.12493334596305374,189
46,184,0.10368180302399496,158
45,45,0.1089810329358779,32
44,1235,0.08692091944366097,1226
43,128,0.08538990358791393,11
42,596,,
41,83,0.9810805906729972,4
40,1,,
39,3,,
38,1,,
37,7,0.002695938523450292,2
36,25,,
35,6,,
34,13,,
33,16,,
32,12,0.1060631985671947,2
31,53,0.07850746413046153,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
