Iteration,SampleCount,S_HZ_CON0_MAX,S_HZ_CON0_MAX_Weight
56,49,,
55,147,0.3550192500141534,140
54,73,0.3465176675304306,55
53,36,0.3877542162431496,28
52,28,0.47750034284546017,23
51,112,0.293716414342169,110
50,89,0.4054941237886564,74
49,135,0.3124171696483946,127
48,148,0.29378216176200916,133
47,217,0.33641772511927254,201
46,172,0.3017728584021353,158
45,52,0.31003084270067877,39
44,1205,0.21007634328284053,1203
43,150,0.31299266199921655,10
42,612,0.21454904508221656,611
41,68,0.06087725386902054,4
40,1,,
39,3,,
38,1,,
37,7,0.21182756203343933,2
36,24,,
35,7,,
34,13,,
33,16,,
32,12,0.11930367506894357,2
31,52,0.1890734867587577,25
30,9,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
