Iteration,SampleCount,S_HZ_CON0_MAX,S_HZ_CON0_MAX_Weight
56,52,0.9052807415686274,51
55,152,0.10109812,147
54,71,0.028265740833333337,60
53,36,0.06300593242424242,33
52,22,,
51,114,0.03523430234234234,111
50,87,0.02013106013698632,73
49,138,0.04069218438759689,129
48,140,0.027725961338582655,127
47,215,0.015176587098445608,193
46,183,0.012546674751552809,161
45,49,0.010824436923076953,39
44,1198,0.007471833637123745,1196
43,158,0.0010536509090909307,11
42,608,,
41,71,0.00010100000000035081,4
40,1,,
39,3,,
38,1,,
37,7,0.0027722000000002245,2
36,25,,
35,6,,
34,13,,
33,16,,
32,12,0.0,2
31,52,0.000802548000000014,25
30,9,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
