Iteration,SampleCount,S_HZ_CON0_MAX,S_HZ_CON0_MAX_Weight
56,51,,
55,143,0.10390140908467492,138
54,73,0.06534544580980917,53
53,39,0.10404902654245612,29
52,28,0.05237256505981368,24
51,110,0.07833034513912421,109
50,91,0.107088757638599,75
49,138,0.09556762575143751,131
48,144,0.05714035294354488,133
47,208,0.04345943001297508,192
46,182,0.04067970809284383,159
45,50,0.048384429889150544,38
44,1204,0.039124481630939754,1201
43,153,0.04338219639384147,11
42,614,,
41,65,0.5859176912990078,4
40,1,,
39,3,,
38,1,,
37,5,,
36,27,0.08009142049333806,25
35,6,,
34,13,,
33,16,,
32,12,0.05796142030767659,2
31,56,0.018828576999587423,29
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
