Iteration,SampleCount,S_HZ_CON0_MAX,S_HZ_CON0_MAX_Weight
56,51,0.9691811845199999,50
55,144,0.7018556778995859,138
54,76,0.7542262733041837,56
53,38,0.8259097693277222,31
52,25,0.9208806415248004,23
51,113,0.6646349061416719,111
50,90,0.7792598983574722,76
49,131,0.8067740454931518,125
48,151,0.8970962168828619,134
47,212,0.844569573199726,197
46,174,0.9216968476788493,156
45,51,0.8721153208139355,36
44,1193,0.5257665450653499,1188
43,166,0.581788453097569,11
42,622,,
41,57,0.8479996706857706,4
40,1,,
39,3,,
38,1,,
37,7,0.0983312807243446,2
36,28,,
35,3,,
34,13,,
33,16,,
32,12,0.9063407148597957,2
31,56,0.5230894498596168,29
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
