Iteration,SampleCount,S_HZ_CON0_MAX,S_HZ_CON0_MAX_Weight
56,51,0.6876057898,50
55,144,0.1158165892753623,138
54,76,0.026385112678571448,56
53,37,0.04498134400000001,30
52,28,0.06407036559999998,25
51,114,,
50,81,0.017556673285714263,70
49,139,0.028909778629921248,127
48,146,0.030423107221374035,131
47,212,0.015616368340206169,194
46,177,0.008607467615384612,156
45,53,0.011754302105263171,38
44,1214,0.007588107489677947,1211
43,140,0.0017941499999999944,8
42,617,0.004938949706840375,614
41,64,0.002712133333333533,3
40,2,,
39,3,,
38,1,,
37,7,0.0012268000000001944,2
36,22,,
35,9,,
34,13,,
33,16,,
32,12,0.0009538000000000046,2
31,55,0.000796896428571499,28
30,6,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
