Iteration,SampleCount,S_HZ_CON0_MAX,S_HZ_CON0_MAX_Weight
56,48,,
55,152,2.0130502203446413e-15,144
54,64,1.1488809459336835e-10,50
53,42,1.5044721074306085e-08,29
52,26,1.798535033837766e-05,22
51,113,0.0011157389063775323,110
50,91,0.008501658323558552,76
49,135,0.029908579680366195,129
48,154,0.04617493014108622,141
47,202,0.03817387938516382,194
46,174,0.09119347700094696,153
45,55,0.2840578729621135,37
44,1216,0.6158023688767573,1212
43,142,0.4395372803595445,11
42,603,,
41,76,0.9288939191834409,4
40,1,,
39,3,,
38,1,,
37,7,0.24070143706317126,2
36,26,,
35,5,,
34,13,,
33,16,,
32,12,0.9471195199967547,2
31,52,0.4633510325597656,25
30,9,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
