Iteration,SampleCount,S_HZ_CON0_MAX,S_HZ_CON0_MAX_Weight
56,51,0.7273740305047606,50
55,145,0.12466708972131786,139
54,77,0.0550213226265727,58
53,34,0.07220856825536609,29
52,25,0.06710699603049101,21
51,118,0.05963969820041767,114
50,85,0.13263489947844792,74
49,130,0.10824511632351859,122
48,155,0.050872028712855885,135
47,209,0.042405011917134375,195
46,170,0.038764561921115125,150
45,60,0.054220805578873654,39
44,1217,0.03360667065093562,1215
43,138,0.03361607942912078,10
42,611,0.028350471150754415,610
41,69,0.09818130213568455,4
40,1,,
39,3,,
38,1,,
37,7,0.06593933872791025,2
36,24,,
35,7,,
34,13,,
33,16,,
32,12,0.07441946261775367,2
31,53,0.024086266756407956,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
