Iteration,SampleCount,S_HZ_CON0_MAX,S_HZ_CON0_MAX_Weight
56,51,0.9716720327599999,50
55,148,0.6630140647263582,142
54,70,0.7222194943014056,54
53,40,0.8456164653997227,31
52,25,0.800688774470724,23
51,109,0.6938967827523236,107
50,95,0.7312137965834573,77
49,134,0.7862008314336789,129
48,140,0.892275553087029,127
47,218,0.8563159774382207,196
46,173,0.914287765344002,154
45,56,0.8401984606993735,39
44,1215,0.5290020237983902,1213
43,138,0.6541373365416672,8
42,616,0.5599998676421464,613
41,66,0.8458604207844405,4
40,1,,
39,3,,
38,1,,
37,7,0.09619462463920314,2
36,23,,
35,8,,
34,13,,
33,16,,
32,12,0.9054266306182135,2
31,52,0.5393822730861174,25
30,9,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
