Iteration,SampleCount,S_HZ_CON0_MAX,S_HZ_CON0_MAX_Weight
56,50,,
55,150,0.04363650603447405,144
54,71,0.0258719030374745,57
53,38,0.01687127900159185,32
52,24,0.03923647295832623,23
51,118,0.024470953289037523,116
50,82,0.030950096384774632,73
49,141,0.019054040509772992,132
48,141,0.015310603152395205,131
47,206,0.009009627664813929,188
46,181,0.006782667800248756,154
45,55,0.009302858455297214,38
44,1220,0.0052499107873127775,1217
43,136,0.004502208561720966,10
42,597,0.00532690048666631,596
41,83,0.0051094178270920665,4
40,1,,
39,3,,
38,1,,
37,7,0.009661373271680707,2
36,22,,
35,9,,
34,13,,
33,16,,
32,12,0.005938906207048067,2
31,54,0.0030740788761778326,27
30,7,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
