Iteration,SampleCount,S_HZ_CON0_MAX,S_HZ_CON0_MAX_Weight
56,51,,
55,139,1.588281744930168e-15,134
54,81,4.1289069629189265e-11,57
53,37,4.6048767993816535e-06,31
52,26,0.0005344275093350741,24
51,111,0.00044659087351635345,110
50,89,0.0017949481019879886,74
49,132,0.03207109162647762,124
48,153,0.059093459729840356,135
47,203,0.044814917546803335,189
46,182,0.13376212672960539,156
45,55,0.24213610226803764,40
44,1219,0.11022266253933094,1218
43,135,0.4206137532817887,10
42,606,0.32671622800700173,605
41,73,0.05204891359373039,3
40,2,,
39,3,,
38,1,,
37,7,0.18689631714537025,2
36,26,,
35,5,,
34,13,,
33,16,,
32,12,0.4013539546048528,2
31,54,0.329083473237658,27
30,7,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
