Iteration,SampleCount,S_HZ_CON0_MAX,S_HZ_CON0_MAX_Weight
56,54,0.4923627164676979,53
55,145,0.040463202989526846,142
54,73,0.026289767997296026,57
53,37,0.017044928876799377,31
52,26,0.03856455204318872,24
51,116,0.024443908477144945,115
50,85,0.027481551140514256,75
49,136,0.020699442556543053,129
48,150,0.01628873232233332,137
47,206,0.008861397087088139,194
46,178,0.007410756345311696,157
45,50,0.008556197054721973,36
44,1194,0.004961436237045528,1189
43,164,0.004209239564077327,10
42,610,0.005332569800256627,609
41,70,0.0069321110928051155,4
40,1,,
39,3,,
38,1,,
37,7,0.010410859658275595,2
36,27,,
35,4,,
34,13,,
33,16,,
32,12,0.006068541327687527,2
31,53,0.003144801339214285,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
