Iteration,SampleCount,S_HZ_CON0_MAX,S_HZ_CON0_MAX_Weight
56,54,,
55,133,1.9178890875776557e-15,131
54,87,3.227536571337453e-11,60
53,31,4.659145280297824e-08,28
52,29,6.863016158847879e-09,24
51,118,11.288889797433168,117
50,82,0.7087116898414798,74
49,134,0.10291047019614635,126
48,152,0.38563706496842093,136
47,201,0.24247326395765798,188
46,176,0.23993168153857927,149
45,60,0.19553835804426564,38
44,1223,0.1839481244220236,1220
43,130,0.16557553353358984,7
42,610,0.06773345319572964,606
41,73,0.36908857806536477,4
40,1,,
39,3,,
38,1,,
37,6,0.267567359549006,1
36,29,0.27009874948952906,28
35,3,,
34,13,,
33,16,,
32,12,0.19362896343668123,2
31,52,0.3676128264934467,25
30,9,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
