Iteration,SampleCount,S_HZ_CON0_MAX,S_HZ_CON0_MAX_Weight
56,49,0.6919584144796308,47
55,151,0.28570324339019454,142
54,74,0.2860524075840033,58
53,36,0.31212818737074155,31
52,26,0.31908364171426074,24
51,118,0.2191064876151771,117
50,77,0.281722163625889,69
49,138,0.26941476068487247,125
48,154,0.2686867993976328,137
47,207,0.26518671934605187,195
46,172,0.29757927246071114,152
45,59,0.3307080536016399,40
44,1212,0.20839214932230068,1211
43,142,0.21751681313720456,10
42,605,0.21294022924927014,604
41,74,0.4772460099836809,3
40,2,,
39,3,,
38,1,,
37,6,0.07749868118797076,1
36,25,0.19693019937391845,24
35,7,,
34,13,,
33,16,,
32,12,0.4939609291162508,2
31,55,0.20662935755594156,28
30,6,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
