Iteration,SampleCount,S_HZ_CON0_MAX,S_HZ_CON0_MAX_Weight
56,52,,
55,145,1.7354109115043967,141
54,75,0.28559265831220726,58
53,37,0.25431150067500774,32
52,24,0.1747837736896881,23
51,110,0.18509656833672905,108
50,91,0.4146808779840042,74
49,135,0.2566332560622895,127
48,152,0.19159911531577603,137
47,206,0.14895152874932774,194
46,171,0.11687754387823784,150
45,59,0.20985564688548208,38
44,1204,0.10338094195277618,1201
43,151,0.06523644619419795,9
42,614,0.0840176479840473,612
41,67,0.4430792862726256,4
40,1,,
39,3,,
38,1,,
37,7,0.05552159822391678,2
36,27,,
35,4,,
34,13,,
33,16,,
32,11,0.005166614266193914,1
31,56,0.041467591504966386,28
30,6,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
