Iteration,SampleCount,S_HZ_CON0_MAX,S_HZ_CON0_MAX_Weight
56,48,,
55,152,0.2694618297519714,144
54,73,0.2584949148116332,59
53,30,0.2625606139154377,26
52,30,0.357787577734263,23
51,112,0.20890118100767285,110
50,88,0.2938347999340504,73
49,133,0.2842669126578832,124
48,157,0.2685979585411055,139
47,200,0.27490442343292215,190
46,188,0.28890874598779365,163
45,46,0.3350455718057546,38
44,1208,0.20860210882168523,1205
43,147,0.2303986132354422,9
42,615,0.20966873403997752,613
41,65,0.46231915624400016,3
40,2,,
39,3,,
38,1,,
37,7,0.10401636905365375,2
36,22,,
35,9,,
34,13,,
33,16,,
32,12,0.47423830291676405,2
31,52,0.2117198589576848,25
30,9,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
