P_MASS,P_RADIUS,P_GRAVITY,P_DENSITY,P_ESI,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST,P_ESCAPE,P_POTENTIAL,P_HILL_SPHERE,P_DISTANCE_EFF,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_INCLINATION,P_OMEGA,P_TPERI,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_FLUX,P_TEMP_EQUIL,S_TEMPERATURE,S_MASS,S_RADIUS,S_AGE,S_LOG_G,S_RADIUS_EST,S_DISTANCE,S_MAG,S_METALLICITY,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_TYPE,S_TYPE_TEMP
6165.8633,0.0947654236552738,0.10065554067898966,0.10036604820182178,0.083813263,12.082709,6165.8633,1.29,0.09595189368670456,0.09984724189791593,0.13067063,1.2987592,326.03,1.29,0.231,0.0416649976675482,94.79999999999995,2452899.6,13.8,0.24789355568187005,1.3244177999999998,0.99201,1.58799,101.01141,799.44963,4742.0,2.7,19.0,0.2248001627408889,2.3100000000000005,19.0,93.37,4.74,-0.35,163.5468,10.132812,24.763411,12.834754,23.477907,13.586847,23.477907,12.390643,23.477907,34.529063,0.47646024000000003,0.64240028,Jovian,K
0.11035037584213216,0.09409184309173972,0.09974421960418366,0.09986245636047285,0.082414476,12.229641,4684.7848,1.53,0.09343243881933026,0.09932634147780191,0.16755064,1.5312267000000002,516.21997,1.53,0.08,0.02640325645866264,0.6177631840326339,-13.412814163166045,12.2,0.24510003582250395,1.534896,1.4076000000000002,1.6524,107.35118,819.07569,4213.0,2.78,29.79,0.11165351137307042,1.93,29.79,125.72,5.016,-0.019999999999999934,250.49294,12.770059,31.984271,16.17528,30.323783,17.134143,30.323783,15.615215,30.323783,42.732816,0.19389083,0.6486833200000001,Jovian,K
1525.5744,0.09740602145607916,0.10059729999696408,0.10030184589791959,0.081917127,12.848516000000002,1525.5744,0.83,0.09592439817653976,0.09934079839163999,0.073485255,0.8300000200000001,185.84,0.83,0.0,0.04328584658513999,0.0,2452861.4,11.0,0.24468361775295538,0.83,0.83,0.83,84.44642700000001,772.30746,4813.0,2.2,11.000000000000002,0.24483429566503645,2.63,11.000000000000002,75.59,5.227,-0.24,58.175144,6.0252302,14.680086999999999,7.6318669,13.918028,8.078404,13.918028,7.367779600000001,13.918028,20.593611,0.50275224,0.60001028,Jovian,G
1481.0785000000003,0.09329150057924565,0.09983900474766771,0.09998303099815332,0.14524062,12.865261,1481.0785,2.9299999999999997,0.09396237381948758,0.09937467923306982,0.21799100000000002,2.9825498,1773.4,2.9299999999999997,0.37,0.037780883497703824,0.6130168641181635,-6.7150700704884505,163.0,0.24623989691872497,3.1305585,1.8458999999999999,4.0141,0.078886561,131.38424,5338.0,0.9,0.93,0.11257567115247888,4.45,0.93,17.94,6.61,0.41,0.62917118,0.61059549,1.4579131,0.77340372,1.3822336,0.81817864,1.3822336,0.74661526,1.3822336,2.1416484,0.9197558300000002,0.44541547000000004,Jovian,K
565.73385,0.09331975520592385,0.09974960936569041,0.09996133372309379,0.36862709,13.421749000000002,565.73385,1.66,0.09226304515706794,0.09931791113273011,0.042832433,1.7748696,798.5,1.66,0.68,0.03727146065023733,0.6192971110706117,0.5619763878900841,78.5,0.24187837757082406,2.043792,0.5312,2.7887999999999997,0.61897215,202.22783,5750.0,1.08,1.13,0.11808332759049273,4.359999999999999,1.13,21.15,6.249999999999999,0.05999999999999998,1.2505956,0.8406574,1.9820503,1.0647976,1.8791638,1.1259913,1.8791638,1.0278615,1.8791638,3.019411,1.9836585,0.47332457000000006,Jovian,G
3273.6284,0.09522191094971352,0.10064641971962658,0.10035834345652962,0.21617437,12.424038,3273.6284,2.6,0.0952317173713568,0.09917994978009807,0.26914123,2.6020847,993.3000000000001,2.6,0.08,0.04264790093509186,166.10000000000002,2451672.0,34.0,0.2444980644099355,2.60832,2.392,2.808,5.9039479,396.65045,4979.0,2.3,8.5,0.24644855422310777,2.82,8.5,76.38,5.506,-0.051999999999999935,39.782769,4.9452691,11.966497,6.263915600000001,11.345312,6.6291433,11.345312,6.0471267,11.345312,17.029868,0.67864811,0.60896698,Jovian,G
2542.624,0.09053677929010805,0.09979687753013683,0.09961311779459707,0.21088604670379724,12.56295,2542.624,330.0,0.09629133413909362,0.09951042045558726,47.561283,330.00001,0.09997515238489986,330.0,0.14276913435887215,0.14730762101712558,0.47142047920931196,-42.503644482576554,2280.0,0.2308829872035507,330.00000000000006,330.0,330.0,0.09806981007611065,0.0944101896003376,4060.0,0.8500000000000001,0.10051568775635032,0.005,0.8111956703851966,0.10063041595330047,145.0,0.5730445182079109,0.7235308337733001,0.09892950423936553,0.10295726543924669,0.10089964674738323,0.10213624287436915,0.10096380484637629,0.10202152040033491,0.10096380484633238,0.10225058085941577,0.1009634436452144,0.10042743465046866,0.10042903,0.14012839,Jovian,K
289.22348,0.11817409580910924,0.10056506425890789,0.10016409499347469,0.065684936,13.823874,289.22348,0.19,0.13185579428813327,0.1014513409435746,0.012081025,0.19004195,30.3506,0.19,0.042,0.5534516667338832,210.0,2450008.6,1.97,0.24690022128326436,0.19016758,0.18202,0.19798,1611.9403,1613.7579,4893.0,0.99,10.64,6.92,2.42,10.64,96.25,5.579999999999999,-0.77,58.139697,6.0021326,14.574833000000002,7.6026009,13.818243000000002,8.0466759,13.818243000000002,7.3395091,13.818243000000002,20.587336,0.4420258000000001,0.49217654999999993,Jovian,G
632.47773,0.11679771009724056,0.10053537568027865,0.1001725712153734,0.17730446,13.35605,632.47773,1.333,0.13175634030841168,0.1015265457153529,0.090191357,1.3343533,452.8,1.333,0.09,0.5524638959400715,9.199999999999992,2454762.0,18.5,0.25034566307622064,1.3383987,1.21303,1.45297,8.2108078,430.60546,5098.0,1.5400000000000003,4.9,2.7,3.499999999999999,4.9,72.21,6.440999999999999,-0.02999999999999999,14.530485999999998,2.9714593,7.1568809,3.7637846,6.7853671,3.9827067,6.7853671,3.6334963,6.7853671,10.292096,0.72838944,0.48748251,Jovian,K
273.33208,0.11650156937486893,0.10054490908379109,0.10014264529483781,0.2724776,13.858291,273.33208,2.08,0.13169360706090152,0.10147482271699813,0.083016328,2.1024946,883.0,2.08,0.29,0.5526363414458194,220.5,2454930.0,28.8,0.25019709567920945,2.167464,1.4768,2.6832,3.5093722,343.04216,5098.0,1.5400000000000003,4.9,2.7,3.499999999999999,4.9,72.21,6.440999999999999,-0.02999999999999999,14.530485999999998,2.9714593,7.1568809,3.7637846,6.7853671,3.9827067,6.7853671,3.6334963,6.7853671,10.292096,0.72838944,0.48748251,Jovian,K
