P_MASS,P_RADIUS,P_GRAVITY,P_DENSITY,P_ESI,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST,P_ESCAPE,P_POTENTIAL,P_HILL_SPHERE,P_DISTANCE_EFF,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_INCLINATION,P_OMEGA,P_TPERI,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_FLUX,P_TEMP_EQUIL,S_TEMPERATURE,S_MASS,S_RADIUS,S_AGE,S_LOG_G,S_RADIUS_EST,S_DISTANCE,S_MAG,S_METALLICITY,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_TYPE,S_TYPE_TEMP
1481.0785,10.294492752,1.391969186992,0.15000655228159998,0.14524062,12.865261,1481.0785,2.93,3.53843524528,13.60791817696,0.217991,2.9825498000000006,1773.3999999999999,2.93,0.37,89.41525759999998,27.079999999999995,2454813.4,163.0,0.31515936,3.1305585,1.8459,4.0141,0.078886561,131.38424,5338.0,0.9,0.93,4.22736,4.45,0.93,17.94,6.61,0.41,0.62917118,0.61059549,1.4579131,0.77340372,1.3822336,0.81817864,1.3822336,0.74661526,1.3822336,2.1416484,0.9197558299999999,0.44541547,Jovian,K
565.73385,9.99071072,2.7320993424000006,0.28265437,0.36862709,13.421749,565.73385,1.66,4.968431404,27.7931442968,0.042832433,1.7748696000000002,798.4999999999999,1.66,0.68,89.7264,244.46000000000006,2454199.5199999996,78.5,0.28491136,2.043792,0.5312,2.7888,0.61897215,202.22783,5750.0,1.0800000000000003,1.13,4.72716,4.36,1.13,21.15,6.25,0.059999999999999956,1.2505956,0.8406574,1.9820503,1.0647976,1.8791637999999997,1.1259913,1.8791637999999997,1.0278615,1.8791637999999997,3.019411,1.9836585,0.47332457000000006,Jovian,G
603.87321,8.504050205439999,3.6671296886784,0.9534213827981441,0.32551274384,13.383276,603.87321,0.92,4.5107201872,22.151173074406405,0.099343902,0.92000002,416.0,0.92,0.17007916863999997,89.475624,177.84220899840003,2455361.467949485,2.3,0.3659547545600001,0.92,0.9200000000000002,0.92,53.02052202960001,378.66695976000005,5641.16,0.4799999999999999,1.03,5.662487039999999,4.3528,1.03,400.77,12.264,0.12625599999999995,1.273041254,0.8243418579999999,1.9483635240000001,1.044133946,1.8472255399999997,1.104223716,1.8472255399999997,1.0079239140000003,1.8472255399999997,2.9483242080000003,1.577433598,0.36121425000000007,Jovian,M
804.1048500000002,8.369385999999999,1.7472442599999998,0.1962827294,0.31106267,13.215703999999999,804.1048500000002,2.1,3.51568988,16.01641996,0.18722838,2.1002691,1078.0,2.1,0.032,89.75159999999998,334.0,2451917.0,152.0,0.37807999999999997,2.1010752,2.0328,2.1672,0.37062414,198.74440000000004,5892.0,1.03,1.23,7.3,4.27,1.23,13.8,5.05,0.0,1.6336154,0.9526029199999999,2.2377652,1.2065859,2.121605,1.2757677,2.121605,1.1647064,2.121605,3.4509501,2.4920312,0.50318118,Jovian,G
393.5981980000001,14.012500000000001,2.1595905759999994,0.16102553540000003,0.065394653,14.228992,150.01482,0.0527,5.171951539999999,29.088923800000003,0.0026620630999999997,0.05270112,4.230785,0.0527,0.013,86.3288,58.000000000000014,2450001.5,3.41,0.4618168,0.052704453,0.0520149,0.0533851,523.21565,1218.432,5793.0,1.12,1.2,4.0,4.33,1.2,15.47,5.5,0.20000000000000007,1.4529988,0.903798,2.1284757,1.1447717,2.0179884,1.2105146,2.0179884,1.1050544,2.0179884,3.2545908,2.1617961,0.46806644999999997,Jovian,G
263.98794,12.750254,0.920858396,0.0766996354,0.088599759,13.879516999999998,263.98794,0.11522699999999998,3.28846422,10.73393618,0.007603984799999999,0.11522716999999999,14.65152,0.11522699999999998,0.0034,90.0,98.00000000000003,2456363.9198438404,9.15,0.5052,0.11522767000000002,0.11483523,0.11561877,43.462522,654.14301,5196.0,0.91,0.9400000000000001,10.2,4.45,0.9400000000000001,12.59,5.96,0.30999999999999994,0.57705994,0.58921014,1.4139437,0.74631864,1.3405462,0.78964408,1.3405462,0.72047826,1.3405462,2.0510405,0.72330826,0.51051127,Jovian,G
54.475719999999995,9.62939,1.269018348,0.1412096578,0.19669217,8.5133162,54.47572,0.241376,3.28829246,11.735229179999997,0.0092560542,0.24138808,44.4175,0.241376,0.02,90.0,51.00000000000001,2456244.69786624,19.2,0.36999999999999994,0.24142428000000002,0.23654847999999998,0.24620352000000004,9.9064859,451.95192,5196.0,0.91,0.9400000000000001,10.2,4.45,0.9400000000000001,12.59,5.96,0.30999999999999994,0.57705994,0.58921014,1.4139437,0.74631864,1.3405462,0.78964408,1.3405462,0.72047826,1.3405462,2.0510405,0.72330826,0.51051127,Jovian,G
8.0791878,1.9057,2.2246343,1.1673581,0.2598972,1.9057,8.0791878,0.01544,2.0590011,4.2394857,0.00031979715,0.01544,0.7365390000000002,0.01544,0.0258,83.29999999999998,85.35999999999999,2456488.08,1.23,0.41,0.01544,0.01544,0.01544,2420.6184,1787.008,5196.0,0.91,0.9400000000000001,10.2,4.45,0.9400000000000001,12.59,5.96,0.30999999999999994,0.57705994,0.58921014,1.4139437,0.74631864,1.3405462,0.78964408,1.3405462,0.72047826,1.3405462,2.0510405,0.72330826,0.51051127,Superterran,G
44.813748,2.798015999999999,4.75604114,3.223780598,0.45748767999999995,7.5885086,44.813748,0.788,2.75067942,8.332838979999998,0.020079498,0.79745557,262.0,0.788,0.305,90.0,166.0,2456786.29961472,62.6,0.6322,0.82465185,0.54766,1.02834,0.97582251,248.65483,5196.0,0.91,0.9400000000000001,10.2,4.45,0.9400000000000001,12.59,5.96,0.30999999999999994,0.57705994,0.58921014,1.4139437,0.74631864,1.3405462,0.78964408,1.3405462,0.72047826,1.3405462,2.0510405,0.72330826,0.51051127,Neptunian,G
6.8352090200000015,1.9021127999999996,1.7952149091999998,0.985194544,0.25355145,2.1061683,5.085248,0.050201,1.7859241567999997,3.3235711316,0.00077572596,0.050291794,4.215,0.050201,0.11999999999999998,86.26500000000001,105.0,2456488.08,5.9,0.4137776,0.050562447,0.04417688,0.05622512,319.27036,1074.0012,5577.0,0.94,0.96,8.96,4.34,0.9599999999999999,8.51,4.74,-0.010000000000000018,0.7987919700000001,0.67876384,1.6082744,0.85974319,1.5247902,0.9092994299999999,1.5247902,0.82994025,1.5247902,2.4131294000000003,1.4069863,0.50503188,Superterran,G
