P_MASS,P_RADIUS,P_GRAVITY,P_DENSITY,P_ESI,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST,P_ESCAPE,P_POTENTIAL,P_HILL_SPHERE,P_DISTANCE_EFF,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_INCLINATION,P_OMEGA,P_TPERI,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_FLUX,P_TEMP_EQUIL,S_TEMPERATURE,S_MASS,S_RADIUS,S_AGE,S_LOG_G,S_RADIUS_EST,S_DISTANCE,S_MAG,S_METALLICITY,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_TYPE,S_TYPE_TEMP
6165.8633,0.0009997912943740727,0.000999537259508645,0.019924396767337704,0.083813263,12.082709,6165.8633,1.29,0.0009999998100259215,0.04165999974727297,0.13067063,1.2987592,326.03,1.29,0.231,0.0009999263458994982,94.79999999999995,2452899.6,13.8,0.9990001415230805,1.3244177999999998,0.99201,1.58799,101.01141,799.44963,4742.0,2.7,19.0,0.26811327004056906,2.3100000000000005,19.0,93.37,4.74,-0.35,163.5468,10.132812,24.763411,12.834754,23.477907,13.586847,23.477907,12.390643,23.477907,34.529063,0.47646024000000003,0.64240028,Jovian,K
4684.7848,0.00014752550834282914,0.0009997517119617314,0.011708425415230928,0.082414476,12.229641,4684.7848,1.53,0.000999999896135534,0.016992281505538963,0.16755064,1.5312267000000002,516.21997,1.53,0.08,0.0009996802703235567,0.7213989417053425,0.9555348441740107,12.2,0.9990001257514316,1.534896,1.4076000000000002,1.6524,107.35118,819.07569,4213.0,2.78,29.79,0.37170156005433297,1.93,29.79,125.72,5.016,-0.019999999999999934,250.49294,12.770059,31.984271,16.17528,30.323783,17.134143,30.323783,15.615215,30.323783,42.732816,0.19389083,0.6486833200000001,Jovian,K
1525.5744,0.0009999780117808795,0.0009999547414286537,0.0026422194677807598,0.081917127,12.848516000000002,1525.5744,0.83,0.000999999977356032,0.004647353729930149,0.073485255,0.8300000200000001,185.84,0.83,0.0,0.07862195664997837,0.001,2452861.4,11.0,0.6876478905586367,0.83,0.83,0.83,84.44642700000001,772.30746,4813.0,2.2,11.000000000000002,0.42398972779046673,2.63,11.000000000000002,75.59,5.227,-0.24,58.175144,6.0252302,14.680086999999999,7.6318669,13.918028,8.078404,13.918028,7.367779600000001,13.918028,20.593611,0.50275224,0.60001028,Jovian,G
1481.0785000000003,0.0009999997743311262,0.0009999472925086507,0.0031067142990154335,0.14524062,12.865261,1481.0785,2.9299999999999997,0.05952819728885929,0.001245449112206839,0.21799100000000002,2.9825498,1773.4,2.9299999999999997,0.37,0.0009999160526187464,0.6146412512225067,-2.951507590858746,163.0,-0.4708500470447845,3.1305585,1.8458999999999999,4.0141,0.078886561,131.38424,5338.0,0.9,0.93,0.20204281014197312,4.45,0.93,17.94,6.61,0.41,0.62917118,0.61059549,1.4579131,0.77340372,1.3822336,0.81817864,1.3822336,0.74661526,1.3822336,2.1416484,0.9197558300000002,0.44541547000000004,Jovian,K
565.73385,0.00622667155599001,0.0005808172575993726,0.0009999999983255343,0.36862709,13.421749000000002,565.73385,1.66,0.0772860948301375,0.0009999658353496347,0.042832433,1.7748696,798.5,1.66,0.68,0.0009998480921435424,0.629439112060549,-4.010493622315181,78.5,-0.33718626564084175,2.043792,0.5312,2.7887999999999997,0.61897215,202.22783,5750.0,1.08,1.13,0.2095064889550433,4.359999999999999,1.13,21.15,6.249999999999999,0.05999999999999998,1.2505956,0.8406574,1.9820503,1.0647976,1.8791638,1.1259913,1.8791638,1.0278615,1.8791638,3.019411,1.9836585,0.47332457000000006,Jovian,G
3273.6284,0.0009997721209424545,0.0009996472428173235,0.015985128534726445,0.21617437,12.424038,3273.6284,2.6,0.0009999998327627911,0.029938195605380358,0.26914123,2.6020847,993.3000000000001,2.6,0.08,0.07655373661064163,166.10000000000002,2451672.0,34.0,0.6135952465830528,2.60832,2.392,2.808,5.9039479,396.65045,4979.0,2.3,8.5,0.35542636278966455,2.82,8.5,76.38,5.506,-0.051999999999999935,39.782769,4.9452691,11.966497,6.263915600000001,11.345312,6.6291433,11.345312,6.0471267,11.345312,17.029868,0.67864811,0.60896698,Jovian,G
2542.624,0.0009999453694920673,0.0015645999557385452,0.0009999939216911566,0.0009968954927603666,12.56295,2542.624,330.0,0.000994906503617421,0.0009638903544235746,47.561283,330.00001,0.0009922567995814947,330.0,0.9980040474782407,0.20234089163920976,0.5306373234196291,-55.98935865605863,2280.0,0.9990178280957543,330.00000000000006,330.0,330.0,0.0009246719713837387,0.018659386201727954,4060.0,0.8500000000000001,4.979088190709598e-05,0.005,1.181693776443581,0.0009997059323191828,145.0,0.5680562985252244,193.0745496039308,0.0009990741343216373,0.00048613070351194443,0.0001789534761764317,0.00037038979947400755,0.00018813974284253486,0.00034861724455724247,0.00018813974284529104,0.00038493207052919446,0.00018813974336092645,0.0001298574801870809,0.10042903,0.14012839,Jovian,K
289.22348,0.1751344128955309,0.0009993387582556048,0.06548335526395022,0.065684936,13.823874,289.22348,0.19,0.05695097974603414,0.043153850113757754,0.012081025,0.19004195,30.3506,0.19,0.042,0.0009982603108397916,210.0,2450008.6,1.97,0.9600412493164184,0.19016758,0.18202,0.19798,1611.9403,1613.7579,4893.0,0.99,10.64,6.92,2.42,10.64,96.25,5.579999999999999,-0.77,58.139697,6.0021326,14.574833000000002,7.6026009,13.818243000000002,8.0466759,13.818243000000002,7.3395091,13.818243000000002,20.587336,0.4420258000000001,0.49217654999999993,Jovian,G
632.47773,0.1690597784521187,0.000999774147107595,0.022502829576751537,0.17730446,13.35605,632.47773,1.333,0.04696275267269811,0.01780193431356324,0.090191357,1.3343533,452.8,1.333,0.09,0.34007888665655617,9.199999999999992,2454762.0,18.5,0.43298168363980943,1.3383987,1.21303,1.45297,8.2108078,430.60546,5098.0,1.5400000000000003,4.9,2.7,3.499999999999999,4.9,72.21,6.440999999999999,-0.02999999999999999,14.530485999999998,2.9714593,7.1568809,3.7637846,6.7853671,3.9827067,6.7853671,3.6334963,6.7853671,10.292096,0.72838944,0.48748251,Jovian,K
273.33208,0.1755813132119705,0.0009999661151055834,0.010229672430341452,0.2724776,13.858291,273.33208,2.08,0.08622104953610685,0.0037925426719697107,0.083016328,2.1024946,883.0,2.08,0.29,0.30698143603513023,220.5,2454930.0,28.8,0.27557724330108613,2.167464,1.4768,2.6832,3.5093722,343.04216,5098.0,1.5400000000000003,4.9,2.7,3.499999999999999,4.9,72.21,6.440999999999999,-0.02999999999999999,14.530485999999998,2.9714593,7.1568809,3.7637846,6.7853671,3.9827067,6.7853671,3.6334963,6.7853671,10.292096,0.72838944,0.48748251,Jovian,K
