Iteration,SampleCount,P_OMEGA,P_OMEGA_Weight
56,54,90.06207706804639,52
55,158,83.51043759774528,18
54,65,91.65490742714293,10
53,34,69.379960731933,5
52,25,178.34846466222137,1
51,125,137.0792746046984,2
50,78,100.19918379514866,54
49,135,109.09383993591429,100
48,146,110.60163386953643,94
47,227,98.69812926662162,19
46,168,113.4008711392373,23
45,46,138.60214621294006,4
44,1343,190.9589939976063,1
43,11,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,5,106.53380682407422,2
36,30,,
35,2,,
34,12,92.95290718602497,7
33,15,111.53796989137443,12
32,14,37.63817055135329,2
31,55,77.87204238712808,25
30,7,77.48669407225296,5
29,9,129.35249715648754,2
28,4,,
27,12,,
26,7,,
25,67,,
23,3,,
19,1,,
16,1,,
