Iteration,SampleCount,P_OMEGA,P_OMEGA_Weight
56,50,129.97079681960912,49
55,163,86.80301829838342,20
54,63,102.21941702824061,10
53,33,81.23842155014763,4
52,26,124.4738024077117,1
51,125,98.88231464409203,2
50,75,96.62545128779128,51
49,130,114.1943023805921,92
48,158,109.0761215222645,98
47,225,97.71041109647787,21
46,169,90.72351859671461,26
45,43,125.94826296151548,4
44,1343,200.69422248023935,1
43,11,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,7,114.64477992277921,4
36,28,,
35,3,,
34,12,102.64226210197162,8
33,13,97.71751922256854,11
32,15,33.00704049040688,2
31,54,75.27424727445694,24
30,8,80.93332572274677,5
29,9,155.1398325343456,2
28,4,,
27,13,113.54742326701648,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
