Iteration,SampleCount,P_OMEGA,P_OMEGA_Weight
56,48,83.50837017416215,46
55,166,92.41190620460428,20
54,64,100.49161276180921,11
53,33,52.21118434529588,5
52,25,131.7251714828778,1
51,124,121.58020795872898,1
50,73,112.93380710572846,48
49,141,122.29061971545457,100
48,151,113.06443323569326,99
47,222,97.08551294972537,19
46,168,86.72420496609867,23
45,46,148.4737991888093,4
44,1343,175.6371161779412,1
43,11,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,7,101.58511244887833,4
36,28,,
35,3,,
34,11,139.3482121239006,7
33,16,107.54651962044859,13
32,14,60.089202669137386,3
31,54,79.68871953379805,25
30,7,34.028664201407985,5
29,8,188.67403905972395,1
28,5,,
27,13,80.81597614091534,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
