Iteration,SampleCount,P_OMEGA,P_OMEGA_Weight
56,54,153.2468888704106,52
55,157,141.12006720880535,17
54,65,169.36729833674636,9
53,33,48.52827998317328,3
52,27,354.5241868101648,1
51,125,266.9483594874246,2
50,76,143.89228900141896,52
49,138,153.97672826006442,101
48,144,186.7261863461744,93
47,230,133.12196437121045,21
46,167,166.07053293031902,24
45,44,178.23345174026133,3
44,1344,248.2497889023436,1
43,11,,
42,675,,
41,4,,
40,1,,
39,2,,
38,2,,
37,7,86.48403214781781,4
36,28,,
35,3,,
34,12,248.66446101069207,8
33,14,128.8801044052671,12
32,14,79.34718979115956,2
31,55,98.81199087583472,25
30,7,97.01545630254398,5
29,9,211.21177458345915,2
28,4,,
27,13,431.31036280209736,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
