Iteration,SampleCount,P_APASTRON,P_APASTRON_Weight
56,51,,
55,145,1.366444655838604e-13,140
54,76,0.0049557568461375875,58
53,36,0.012903571024433555,31
52,26,0.025195739464631703,24
51,108,0.1107710865123817,107
50,92,0.056018062297324256,74
49,136,0.0672721271947934,128
48,145,0.05536710128642116,131
47,215,0.9975283078019429,197
46,174,0.4148905614200933,156
45,52,0.7117056105746086,37
44,1204,0.20448362543152596,1200
43,153,0.3042491627231708,10
42,612,0.14772777618265215,611
41,66,1.0007057305245552,2
40,3,0.26966056993107357,1
39,3,,
38,1,,
37,6,0.18703654732305483,4
36,29,,
35,3,,
34,12,,
33,16,1.8017148886431427,15
32,12,1.009486359180671,9
31,52,0.9496383428007518,22
30,10,0.7692223886808284,5
29,7,,
28,6,1.4264984192599663,4
27,12,,
26,7,2.2100003887079422,6
25,62,,
24,5,,
23,3,,
19,1,,
16,1,,
