Iteration,SampleCount,P_APASTRON,P_APASTRON_Weight
56,47,,
55,151,0.025831305422535214,142
54,72,0.057153587035714284,56
53,38,0.016806427364516128,31
52,24,0.00877055518181818,22
51,113,0.006090965872727273,110
50,87,0.4619041009291666,72
49,129,0.1446907307310924,119
48,158,0.08196534573333333,135
47,209,0.13221861779487182,195
46,173,0.006052514142483661,153
45,56,0.06994461615789474,38
44,1223,0.019467450272131148,1220
43,133,0.003705987800000016,10
42,599,0.0030834509757525076,598
41,81,0.09381650500000009,4
40,1,,
39,3,,
38,1,,
37,7,0.007294353400000004,5
36,28,,
35,3,,
34,12,,
33,15,0.11722293900000003,14
32,14,0.04767300179999999,10
31,55,0.07574415923076924,26
30,6,0.033439727999999856,5
29,8,,
28,5,0.26039131375,4
27,12,,
26,6,0.4821404,5
25,64,0.17728699166666664,63
24,4,,
23,2,,
22,1,,
19,1,,
16,1,,
