Iteration,SampleCount,P_APASTRON,P_APASTRON_Weight
56,51,,
55,153,0.06144784655369638,148
54,67,0.030218831530851385,57
53,35,0.04668458092096289,29
52,28,0.0337619208941939,24
51,114,0.022820836863846224,113
50,90,0.7408826107726041,78
49,128,0.14602046611402783,124
48,154,0.06206324907308699,136
47,212,0.08212375817528089,199
46,166,0.03549404706827012,150
45,61,0.07502418494183632,40
44,1195,0.02195635216590084,1194
43,159,0.031084849494510958,10
42,606,0.01861037097380143,605
41,74,0.06622765722188773,4
40,1,,
39,2,,
38,2,0.016553425592942855,1
37,6,0.017586707938431853,4
36,29,,
35,3,,
34,12,,
33,14,0.09480673336093401,13
32,13,0.05845319039136462,8
31,57,0.06257572530698191,26
30,5,0.1465665023989475,4
29,9,0.015910401982325587,8
28,5,0.08760944761912719,4
27,11,,
26,6,0.22713228281779121,4
25,62,0.09255451087176893,60
24,7,,
23,3,,
19,1,,
16,1,,
