Iteration,SampleCount,P_APASTRON,P_APASTRON_Weight
56,51,,
55,146,0.5390426695422905,141
54,74,0.5148942549255703,57
53,38,0.5239651013943394,32
52,21,0.5467001435861588,20
51,121,0.517477513439522,116
50,80,0.7051501029866629,71
49,141,0.4327357684897517,130
48,148,0.4467115066037021,136
47,203,0.44421284135410477,190
46,174,0.45488839433087225,149
45,61,0.5108994417473032,39
44,1203,0.42021243796783675,1201
43,150,0.4619152745792246,8
42,615,0.427766485473609,612
41,67,0.5047329855579356,4
40,1,,
39,3,,
38,1,,
37,7,0.37793623362477885,5
36,28,,
35,3,,
34,12,,
33,17,0.4476022397699987,16
32,9,0.382316822812869,7
31,59,0.3783744978084936,27
30,5,,
29,9,,
28,3,,
27,13,0.3911435416699687,12
26,6,0.44596215443863285,5
25,58,0.35578800486734763,57
24,10,,
23,3,,
19,1,,
16,1,,
