Iteration,SampleCount,P_APASTRON,P_APASTRON_Weight
56,53,0.1588133944230769,52
55,146,0.5254018645969861,142
54,74,0.4886086942012372,58
53,35,0.518737008792295,30
52,25,0.5152111973918568,22
51,113,0.47872009143864763,110
50,87,0.7379015819372948,72
49,134,0.4200290089224199,124
48,151,0.444321766517291,133
47,212,0.43958210998591346,196
46,175,0.46107364410939683,156
45,51,0.5170121651946015,36
44,1218,0.42632000144967996,1213
43,139,0.4320869333018238,9
42,606,0.4310756295437125,604
41,75,0.5144269196232816,4
40,1,,
39,2,,
38,2,0.37990253024280773,1
37,6,0.40430643898680974,4
36,29,,
35,2,,
34,14,0.5018924379061314,13
33,16,,
32,11,0.37406914091112076,9
31,53,0.3626679530816674,23
30,9,0.4199669805026838,5
29,9,,
28,4,,
27,11,,
26,6,0.5685378265787877,4
25,61,0.3229445582634086,59
24,8,,
23,3,,
19,1,,
16,1,,
