Iteration,SampleCount,P_APASTRON,P_APASTRON_Weight
56,47,0.16775873401665709,46
55,158,0.03299868899647138,148
54,66,0.018415780230141544,56
53,33,0.009221372915041106,26
52,31,0.011403077688924257,24
51,118,0.012149762145750143,117
50,77,423118.26057292946,69
49,144,0.11850132677478906,131
48,145,0.8349344314299904,134
47,211,0.7102737809416332,196
46,179,45.23367260067998,160
45,49,47.349430529660395,38
44,1207,1.4334805869950196,1204
43,148,1.1280356157229419,9
42,601,0.32026454635497403,599
41,79,1.350570101924743,3
40,2,0.16423687723397057,1
39,3,,
38,1,,
37,7,0.6524009737497047,5
36,28,,
35,2,,
34,13,0.118233393135749,12
33,16,2.4247038386387967,15
32,10,1366.9846766353758,7
31,56,7016.070476667716,24
30,8,5095.467952167788,5
29,9,,
28,4,,
27,11,,
26,7,104.75085359035312,5
25,62,65.4618549013697,61
24,6,,
23,2,,
22,1,,
19,1,,
16,1,,
