Iteration,SampleCount,P_APASTRON,P_APASTRON_Weight
56,48,0.14868020369565219,46
55,155,0.1425504077745358,145
54,70,0.09498102603508773,57
53,35,0.10136601288836401,29
52,28,0.06938314393426041,24
51,112,0.0659475783170421,111
50,84,1.4928944937891493,70
49,146,1.0937091414965971,134
48,138,0.5655913451004447,130
47,211,0.9996897882200069,192
46,175,0.5165288520326379,152
45,56,0.5944249003038958,37
44,1212,0.4146915055000294,1208
43,145,0.3313973482006267,10
42,616,0.22655698798104829,615
41,64,1.0140425499999999,4
40,1,,
39,3,,
38,1,,
37,7,0.1539129109510903,5
36,28,,
35,2,,
34,12,0.192005684835789,11
33,13,2.446282931908623,11
32,16,0.38474086945649505,9
31,54,0.891722963999854,24
30,8,0.9889149187587304,5
29,9,,
28,4,,
27,11,,
26,7,2.2093140897175827,5
25,62,1.2539865265504213,61
24,6,,
23,2,,
22,1,,
19,1,,
16,1,,
